0,170,-10,-135,-38,40,65,0
5.11,171.417,-11.296,-100.744,73.651,14.568,-8.769,0
10.12,159.745,-18.288,-110.959,53.991,26.207,-6.165,0
15.44,171.417,-11.296,-100.744,73.651,14.568,-8.769,0
22.38,159.745,-18.288,-110.959,53.991,26.207,-6.165,0
28.69,171.417,-11.296,-100.744,73.651,14.568,-8.769,0
34.96,159.745,-18.288,-110.959,53.991,26.207,-6.165,0
40.08,170,-10,-135,-38,40,65,0
